"No.","Time","Source","Destination","Protocol","Length","Info"
"36585","265.481831","192.168.0.111","45.7.37.1","UDP","217","51341  >  7290 Len=175"
"36588","265.494281","192.168.0.111","45.7.37.1","UDP","263","51341  >  7290 Len=221"
"36591","265.504963","192.168.0.111","104.18.25.250","TLSv1.2","82","Application Data"
"36592","265.509107","192.168.0.111","45.7.37.1","UDP","235","51341  >  7290 Len=193"
"36595","265.521629","192.168.0.111","45.7.37.1","UDP","206","51341  >  7290 Len=164"
"36597","265.534121","192.168.0.111","45.7.37.1","UDP","235","51341  >  7290 Len=193"
"36600","265.547616","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36603","265.558266","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36605","265.570819","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36607","265.580738","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36610","265.591432","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36611","265.596831","192.168.0.111","104.18.157.37","TCP","55","[TCP Keep-Alive] 50315  >  443 [ACK] Seq=1 Ack=26 Win=511 Len=1"
"36613","265.603806","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36616","265.615563","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36617","265.618001","192.168.0.111","104.18.25.250","TLSv1.2","82","Application Data"
"36619","265.627621","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36623","265.639316","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36625","265.650268","192.168.0.111","45.7.37.1","UDP","225","51341  >  7290 Len=183"
"36628","265.660687","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36629","265.661567","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"36631","265.671773","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36633","265.682341","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36636","265.692523","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36638","265.701568","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36640","265.712257","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36642","265.725017","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"36647","265.734888","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"36650","265.745460","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36653","265.756011","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"36655","265.766193","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"36657","265.776891","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36661","265.786030","192.168.0.111","104.18.25.250","TCP","54","50256  >  443 [ACK] Seq=113 Ack=2842 Win=512 Len=0"
"36663","265.787536","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36665","265.798483","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36668","265.809061","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36670","265.819583","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36671","265.830317","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36675","265.841594","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36678","265.854377","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36682","265.871997","192.168.0.111","45.7.37.1","UDP","256","51341  >  7290 Len=214"
"36684","265.884417","192.168.0.111","45.7.37.1","UDP","256","51341  >  7290 Len=214"
"36687","265.896436","192.168.0.111","104.18.25.250","TCP","54","50348  >  443 [ACK] Seq=113 Ack=2842 Win=511 Len=0"
"36688","265.898120","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36691","265.909790","192.168.0.111","45.7.37.1","UDP","216","51341  >  7290 Len=174"
"36693","265.921317","192.168.0.111","45.7.37.1","UDP","216","51341  >  7290 Len=174"
"36696","265.932886","192.168.0.111","45.7.37.1","UDP","256","51341  >  7290 Len=214"
"36698","265.943943","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36700","265.953482","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36701","265.963905","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36705","265.977125","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36708","265.987490","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36709","265.998031","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36712","266.009337","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36715","266.021281","192.168.0.111","45.7.37.1","UDP","216","51341  >  7290 Len=174"
"36716","266.031497","192.168.0.111","45.7.37.1","UDP","256","51341  >  7290 Len=214"
"36719","266.043706","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36722","266.055173","192.168.0.111","45.7.37.1","UDP","256","51341  >  7290 Len=214"
"36724","266.065493","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36727","266.078241","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36729","266.090020","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36732","266.101095","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36734","266.112456","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36737","266.123063","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36738","266.134852","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"36742","266.146078","192.168.0.111","45.7.37.1","UDP","225","51341  >  7290 Len=183"
"36744","266.157025","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36746","266.167894","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36749","266.179288","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36751","266.190201","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36753","266.201405","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36757","266.215620","192.168.0.111","45.7.37.1","UDP","250","51341  >  7290 Len=208"
"36759","266.230514","192.168.0.111","45.7.37.1","UDP","239","51341  >  7290 Len=197"
"36762","266.241611","192.168.0.111","45.7.37.1","UDP","250","51341  >  7290 Len=208"
"36764","266.252573","192.168.0.111","45.7.37.1","UDP","211","51341  >  7290 Len=169"
"36767","266.263461","192.168.0.111","45.7.37.1","UDP","211","51341  >  7290 Len=169"
"36769","266.274307","192.168.0.111","45.7.37.1","UDP","250","51341  >  7290 Len=208"
"36771","266.284290","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36774","266.294939","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36775","266.305401","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"36778","266.314457","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36781","266.324458","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36783","266.334524","192.168.0.111","104.18.25.250","TCP","55","[TCP Keep-Alive] 50336  >  443 [ACK] Seq=1 Ack=26 Win=514 Len=1"
"36784","266.334808","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36786","266.344862","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36789","266.356322","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36791","266.366891","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36793","266.378048","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36798","266.390639","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36800","266.400783","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36802","266.411707","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36804","266.421873","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36807","266.432191","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36809","266.443701","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36812","266.453702","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36815","266.464920","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36818","266.479005","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36820","266.491958","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36823","266.503643","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36826","266.515168","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36828","266.528158","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36831","266.539768","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36833","266.549830","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36836","266.562343","192.168.0.111","45.7.37.1","UDP","220","51341  >  7290 Len=178"
"36838","266.576945","192.168.0.111","45.7.37.1","UDP","248","51341  >  7290 Len=206"
"36841","266.589188","192.168.0.111","45.7.37.1","UDP","251","51341  >  7290 Len=209"
"36843","266.599316","192.168.0.111","45.7.37.1","UDP","223","51341  >  7290 Len=181"
"36846","266.609602","192.168.0.111","45.7.37.1","UDP","223","51341  >  7290 Len=181"
"36848","266.620259","192.168.0.111","45.7.37.1","UDP","251","51341  >  7290 Len=209"
"36851","266.631030","192.168.0.111","45.7.37.1","UDP","218","51341  >  7290 Len=176"
"36853","266.642087","192.168.0.111","45.7.37.1","UDP","246","51341  >  7290 Len=204"
"36855","266.654522","192.168.0.111","45.7.37.1","UDP","239","51341  >  7290 Len=197"
"36857","266.659295","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"36859","266.665879","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36861","266.678340","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36864","266.690661","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36866","266.701349","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36869","266.712591","192.168.0.111","45.7.37.1","UDP","217","51341  >  7290 Len=175"
"36871","266.723536","192.168.0.111","45.7.37.1","UDP","246","51341  >  7290 Len=204"
"36873","266.733509","192.168.0.111","45.7.37.1","UDP","229","51341  >  7290 Len=187"
"36876","266.744375","192.168.0.111","45.7.37.1","UDP","217","51341  >  7290 Len=175"
"36878","266.755402","192.168.0.111","45.7.37.1","UDP","246","51341  >  7290 Len=204"
"36881","266.766738","192.168.0.111","45.7.37.1","UDP","217","51341  >  7290 Len=175"
"36883","266.778468","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36886","266.789681","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36888","266.801449","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36891","266.813053","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36892","266.823039","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36897","266.836090","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"36901","266.860896","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36904","266.874840","192.168.0.111","45.7.37.1","UDP","261","51341  >  7290 Len=219"
"36917","266.964902","192.168.0.111","45.7.37.1","UDP","473","51341  >  7290 Len=431"
"36930","267.061817","192.168.0.111","45.7.37.1","UDP","473","51341  >  7290 Len=431"
"36933","267.077806","192.168.0.111","45.7.37.1","UDP","205","51341  >  7290 Len=163"
"36936","267.091083","192.168.0.111","45.7.37.1","UDP","205","51341  >  7290 Len=163"
"36938","267.101735","192.168.0.111","45.7.37.1","UDP","217","51341  >  7290 Len=175"
"36940","267.112406","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"36942","267.122008","192.168.0.111","45.7.37.1","UDP","211","51341  >  7290 Len=169"
"36945","267.134000","192.168.0.111","45.7.37.1","UDP","228","51341  >  7290 Len=186"
"36948","267.145806","192.168.0.111","45.7.37.1","UDP","203","51341  >  7290 Len=161"
"36950","267.155448","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36952","267.166259","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36954","267.176912","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"36957","267.188827","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"36959","267.198061","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36962","267.209721","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36964","267.219330","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"36967","267.230366","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36969","267.243650","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36972","267.254930","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36974","267.265781","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36977","267.277076","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36979","267.287993","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36981","267.298863","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36984","267.308426","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36986","267.319127","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36988","267.330464","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"36991","267.341304","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"36993","267.351659","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"36996","267.363443","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"36998","267.375744","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"37001","267.388091","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"37003","267.399276","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"37006","267.410193","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"37008","267.422078","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"37010","267.432756","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"37013","267.445228","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"37016","267.456778","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"37018","267.468871","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"37021","267.482349","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"37023","267.493803","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"37026","267.506674","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"37029","267.520311","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"37031","267.533344","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"37036","267.548326","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"37039","267.559713","192.168.0.111","45.7.37.1","UDP","233","51341  >  7290 Len=191"
"37041","267.572467","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"37043","267.583328","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"37046","267.594129","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"37048","267.603445","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"37051","267.614065","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"37053","267.625603","192.168.0.111","45.7.37.1","UDP","188","51341  >  7290 Len=146"
"37055","267.634924","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"37058","267.647248","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"37060","267.658568","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"37063","267.669234","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"37064","267.669339","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"37065","267.669772","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"37067","267.681043","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"37070","267.692020","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"37072","267.702551","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"37074","267.712570","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"37077","267.724245","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"37079","267.734555","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"37081","267.744858","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"37084","267.755192","192.168.0.111","45.7.37.1","UDP","242","51341  >  7290 Len=200"
"37086","267.765863","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"37089","267.777063","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"37091","267.789115","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"37094","267.799736","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"37096","267.810688","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"37099","267.820819","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"37101","267.831716","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"37104","267.845062","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"37106","267.855851","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"37109","267.860169","192.168.0.111","162.247.241.1","TCP","54","[TCP Keep-Alive ACK] 50575  >  443 [ACK] Seq=13244 Ack=4868 Win=131072 Len=0"
"37112","267.869976","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
